,Date,Close
0,2021-11-23,591.4395751953125
1,2021-11-24,581.3953247070312
2,2021-11-25,603.730224609375
3,2021-11-26,585.1473388671875
4,2021-11-27,600.3367919921875
5,2021-11-28,611.3668212890625
6,2021-11-29,624.31005859375
7,2021-11-30,622.6698608398438
8,2021-12-01,627.9715576171875
9,2021-12-02,619.4701538085938
10,2021-12-03,594.635986328125
11,2021-12-04,569.0772705078125
12,2021-12-05,557.7830810546875
13,2021-12-06,589.2561645507812
14,2021-12-07,579.6898803710938
15,2021-12-08,607.5927734375
16,2021-12-09,571.6489868164062
17,2021-12-10,552.9668579101562
18,2021-12-11,564.322509765625
19,2021-12-12,570.823974609375
20,2021-12-13,521.0115966796875
21,2021-12-14,511.2293701171875
22,2021-12-15,541.0269775390625
23,2021-12-16,526.2465209960938
24,2021-12-17,525.706298828125
25,2021-12-18,533.891357421875
26,2021-12-19,529.9720458984375
27,2021-12-20,523.1624755859375
28,2021-12-21,528.7109985351562
29,2021-12-22,533.6449584960938
30,2021-12-23,548.725830078125
31,2021-12-24,541.9020385742188
32,2021-12-25,547.3262329101562
33,2021-12-26,546.9949951171875
34,2021-12-27,562.6414794921875
35,2021-12-28,534.9280395507812
36,2021-12-29,514.0007934570312
37,2021-12-30,518.9097290039062
38,2021-12-31,511.70831298828125
39,2022-01-01,527.3527221679688
40,2022-01-02,531.3966674804688
41,2022-01-03,512.135986328125
42,2022-01-04,507.506103515625
43,2022-01-05,475.05694580078125
44,2022-01-06,473.2756042480469
45,2022-01-07,447.7884826660156
46,2022-01-08,430.24615478515625
47,2022-01-09,438.8030700683594
48,2022-01-10,424.93377685546875
49,2022-01-11,463.518310546875
50,2022-01-12,487.0074157714844
51,2022-01-13,475.02911376953125
52,2022-01-14,489.867431640625
53,2022-01-15,494.9880676269531
54,2022-01-16,498.42791748046875
55,2022-01-17,475.7098693847656
56,2022-01-18,472.00506591796875
57,2022-01-19,462.82208251953125
58,2022-01-20,440.00543212890625
59,2022-01-21,383.07391357421875
60,2022-01-22,358.0961608886719
61,2022-01-23,383.9339599609375
62,2022-01-24,371.36895751953125
63,2022-01-25,384.6193542480469
64,2022-01-26,375.7554626464844
65,2022-01-27,390.0882873535156
66,2022-01-28,386.0843811035156
67,2022-01-29,389.1327819824219
68,2022-01-30,377.6129150390625
69,2022-01-31,375.2773132324219
70,2022-02-01,385.46380615234375
71,2022-02-02,367.4716796875
72,2022-02-03,370.87774658203125
73,2022-02-04,399.02960205078125
74,2022-02-05,414.20001220703125
75,2022-02-06,419.5455627441406
76,2022-02-07,433.2292785644531
77,2022-02-08,408.7767639160156
78,2022-02-09,422.4655456542969
79,2022-02-10,415.1192321777344
80,2022-02-11,400.4223937988281
81,2022-02-12,403.3897399902344
82,2022-02-13,398.88677978515625
83,2022-02-14,403.6607971191406
84,2022-02-15,432.4093933105469
85,2022-02-16,427.9181213378906
86,2022-02-17,402.4500427246094
87,2022-02-18,399.5691833496094
88,2022-02-19,400.0435791015625
89,2022-02-20,380.825927734375
90,2022-02-21,356.6612548828125
91,2022-02-22,374.3074645996094
92,2022-02-23,366.53948974609375
93,2022-02-24,361.2346496582031
94,2022-02-25,374.9149475097656
95,2022-02-26,373.6387634277344
96,2022-02-27,360.5310363769531
