,Date,Close
202,2022-06-13,22487.388671875
203,2022-06-14,22206.79296875
204,2022-06-15,22572.83984375
205,2022-06-16,20381.650390625
206,2022-06-17,20471.482421875
207,2022-06-18,19017.642578125
208,2022-06-19,20553.271484375
209,2022-06-20,20599.537109375
210,2022-06-21,20710.59765625
211,2022-06-22,19987.029296875
212,2022-06-23,21085.876953125
213,2022-06-24,21231.65625
214,2022-06-25,21502.337890625
215,2022-06-26,21027.294921875
216,2022-06-27,20735.478515625
217,2022-06-28,20280.634765625
218,2022-06-29,20104.0234375
219,2022-06-30,19784.7265625
220,2022-07-01,19269.3671875
221,2022-07-02,19242.255859375
222,2022-07-03,19297.076171875
223,2022-07-04,20231.26171875
224,2022-07-05,20190.115234375
225,2022-07-06,20548.24609375
226,2022-07-07,21637.587890625
227,2022-07-08,21731.1171875
228,2022-07-09,21592.20703125
229,2022-07-10,20860.44921875
230,2022-07-11,19970.556640625
231,2022-07-12,19323.9140625
232,2022-07-13,20212.07421875
233,2022-07-14,20569.919921875
234,2022-07-15,20836.328125
235,2022-07-16,21190.31640625
236,2022-07-17,20779.34375
237,2022-07-18,22485.689453125
238,2022-07-19,23389.43359375
239,2022-07-20,23231.732421875
240,2022-07-21,23164.62890625
241,2022-07-22,22714.978515625
242,2022-07-23,22465.478515625
243,2022-07-24,22609.1640625
244,2022-07-25,21361.701171875
245,2022-07-26,21239.75390625
246,2022-07-27,22930.548828125
247,2022-07-28,23843.88671875
248,2022-07-29,23804.6328125
249,2022-07-30,23656.20703125
250,2022-07-31,23336.896484375
251,2022-08-01,23314.19921875
252,2022-08-02,22978.1171875
253,2022-08-03,22846.5078125
254,2022-08-04,22630.95703125
255,2022-08-05,23289.314453125
256,2022-08-06,22961.279296875
257,2022-08-07,23175.890625
258,2022-08-08,23809.486328125
259,2022-08-09,23164.318359375
260,2022-08-10,23947.642578125
261,2022-08-11,23957.529296875
262,2022-08-12,24402.818359375
263,2022-08-13,24424.068359375
264,2022-08-14,24319.333984375
265,2022-08-15,24136.97265625
266,2022-08-16,23883.291015625
267,2022-08-17,23335.998046875
268,2022-08-18,23212.73828125
269,2022-08-19,20877.552734375
270,2022-08-20,21166.060546875
271,2022-08-21,21534.12109375
272,2022-08-22,21398.908203125
273,2022-08-23,21528.087890625
274,2022-08-24,21395.01953125
275,2022-08-25,21600.904296875
276,2022-08-26,20260.01953125
277,2022-08-27,20041.73828125
278,2022-08-28,19616.814453125
279,2022-08-29,20297.994140625
280,2022-08-30,19796.80859375
281,2022-08-31,20049.763671875
282,2022-09-01,20127.140625
283,2022-09-02,19969.771484375
284,2022-09-03,19832.087890625
285,2022-09-04,19986.712890625
286,2022-09-05,19812.37109375
287,2022-09-06,18837.66796875
288,2022-09-07,19290.32421875
289,2022-09-08,19329.833984375
290,2022-09-09,21381.15234375
291,2022-09-10,21680.5390625
292,2022-09-11,21769.255859375
293,2022-09-12,22370.44921875
294,2022-09-13,20296.70703125
295,2022-09-14,20241.08984375
296,2022-09-15,19701.2109375
297,2022-09-16,19772.583984375
298,2022-09-17,20127.576171875
299,2022-09-18,19419.505859375
300,2022-09-19,19544.12890625
301,2022-09-20,18890.7890625
302,2022-09-21,18547.400390625
303,2022-09-22,19413.55078125
304,2022-09-23,19297.638671875
305,2022-09-24,18937.01171875
306,2022-09-25,18802.09765625
307,2022-09-26,19222.671875
308,2022-09-27,19110.546875
309,2022-09-28,19426.720703125
310,2022-09-29,19573.05078125
311,2022-09-30,19431.7890625
312,2022-10-01,19312.095703125
313,2022-10-02,19044.107421875
314,2022-10-03,19623.580078125
315,2022-10-04,20336.84375
316,2022-10-05,20160.716796875
317,2022-10-06,19955.443359375
318,2022-10-07,19546.849609375
319,2022-10-08,19416.568359375
320,2022-10-09,19446.42578125
321,2022-10-10,19141.484375
322,2022-10-11,19051.41796875
323,2022-10-12,19157.4453125
324,2022-10-13,19382.904296875
325,2022-10-14,19185.65625
326,2022-10-15,19067.634765625
327,2022-10-16,19268.09375
328,2022-10-17,19550.7578125
329,2022-10-18,19334.416015625
330,2022-10-19,19139.53515625
331,2022-10-20,19053.740234375
332,2022-10-21,19172.46875
333,2022-10-22,19208.189453125
334,2022-10-23,19567.0078125
335,2022-10-24,19345.572265625
336,2022-10-25,20095.857421875
337,2022-10-26,20770.44140625
338,2022-10-27,20285.8359375
339,2022-10-28,20595.3515625
340,2022-10-29,20818.4765625
341,2022-10-30,20635.603515625
342,2022-10-31,20495.7734375
343,2022-11-01,20485.2734375
344,2022-11-02,20159.50390625
345,2022-11-03,20209.98828125
346,2022-11-04,21147.23046875
347,2022-11-05,21282.69140625
348,2022-11-06,20926.486328125
349,2022-11-07,20602.81640625
350,2022-11-08,18541.271484375
351,2022-11-09,15880.7802734375
352,2022-11-10,17586.771484375
353,2022-11-11,17034.29296875
354,2022-11-12,16799.185546875
355,2022-11-13,16353.365234375
356,2022-11-14,16618.19921875
357,2022-11-15,16884.61328125
358,2022-11-16,16669.439453125
359,2022-11-17,16687.517578125
360,2022-11-18,16697.77734375
361,2022-11-19,16711.546875
362,2022-11-20,16291.83203125
363,2022-11-21,15787.2841796875
364,2022-11-22,16189.76953125
365,2022-11-23,16610.70703125
366,2022-11-24,16604.46484375
367,2022-11-25,16521.841796875
368,2022-11-26,16464.28125
369,2022-11-27,16444.626953125
370,2022-11-28,16217.322265625
371,2022-11-29,16444.982421875
372,2022-11-30,17168.56640625
373,2022-12-01,16967.1328125
374,2022-12-02,17088.66015625
375,2022-12-03,16908.236328125
376,2022-12-04,17130.486328125
377,2022-12-05,16974.826171875
378,2022-12-06,17089.50390625
379,2022-12-07,16848.126953125
380,2022-12-08,17233.474609375
381,2022-12-09,17133.15234375
382,2022-12-10,17128.724609375
383,2022-12-11,17104.193359375
384,2022-12-12,17206.4375
385,2022-12-13,17781.318359375
386,2022-12-14,17815.650390625
387,2022-12-15,17364.865234375
388,2022-12-16,16647.484375
389,2022-12-17,16795.091796875
390,2022-12-18,16757.9765625
391,2022-12-19,16439.6796875
392,2022-12-20,16906.3046875
393,2022-12-21,16817.53515625
394,2022-12-22,16830.341796875
395,2022-12-23,16796.953125
396,2022-12-24,16847.755859375
397,2022-12-25,16841.986328125
398,2022-12-26,16919.8046875
399,2022-12-27,16717.173828125
400,2022-12-28,16552.572265625
401,2022-12-29,16642.341796875
402,2022-12-30,16602.5859375
403,2022-12-31,16547.49609375
404,2023-01-01,16625.080078125
405,2023-01-02,16688.470703125
406,2023-01-03,16679.857421875
407,2023-01-04,16863.23828125
408,2023-01-05,16836.736328125
409,2023-01-06,16951.96875
410,2023-01-07,16955.078125
411,2023-01-08,17091.14453125
412,2023-01-09,17196.5546875
413,2023-01-10,17446.29296875
414,2023-01-11,17934.896484375
415,2023-01-12,18869.587890625
416,2023-01-13,19909.57421875
417,2023-01-14,20976.298828125
418,2023-01-15,20880.798828125
419,2023-01-16,21169.6328125
420,2023-01-17,21161.51953125
421,2023-01-18,20688.78125
422,2023-01-19,21086.79296875
423,2023-01-20,22676.552734375
424,2023-01-21,22777.625
425,2023-01-22,22720.416015625
426,2023-01-23,22934.431640625
427,2023-01-24,22636.46875
428,2023-01-25,23117.859375
429,2023-01-26,23032.77734375
430,2023-01-27,23078.728515625
431,2023-01-28,23031.08984375
432,2023-01-29,23774.56640625
433,2023-01-30,22840.138671875
434,2023-01-31,23139.283203125
435,2023-02-01,23723.76953125
436,2023-02-02,23471.87109375
437,2023-02-03,23449.322265625
438,2023-02-04,23331.84765625
439,2023-02-05,22955.666015625
440,2023-02-06,22760.109375
441,2023-02-07,23264.291015625
442,2023-02-08,22939.3984375
443,2023-02-09,21819.0390625
444,2023-02-10,21651.18359375
445,2023-02-11,21870.875
446,2023-02-12,21788.203125
447,2023-02-13,21808.1015625
448,2023-02-14,22220.8046875
449,2023-02-15,24307.841796875
450,2023-02-16,23623.474609375
451,2023-02-17,24565.6015625
452,2023-02-18,24641.27734375
453,2023-02-19,24327.642578125
454,2023-02-20,24829.1484375
455,2023-02-21,24436.353515625
456,2023-02-22,24188.84375
457,2023-02-23,23947.4921875
458,2023-02-24,23198.126953125
459,2023-02-25,23175.375
460,2023-02-26,23561.212890625
461,2023-02-27,23522.87109375
462,2023-02-28,23147.353515625
463,2023-03-01,23646.55078125
464,2023-03-02,23475.466796875
465,2023-03-03,22362.6796875
466,2023-03-04,22353.349609375
467,2023-03-05,22435.513671875
468,2023-03-06,22429.7578125
469,2023-03-07,22219.76953125
470,2023-03-08,21718.080078125
471,2023-03-09,20363.021484375
472,2023-03-10,20187.244140625
473,2023-03-11,20632.41015625
474,2023-03-12,22163.94921875
475,2023-03-13,24197.533203125
476,2023-03-14,24746.07421875
477,2023-03-15,24375.9609375
478,2023-03-16,25052.7890625
479,2023-03-17,27423.9296875
480,2023-03-18,26965.87890625
481,2023-03-19,28038.67578125
482,2023-03-20,27767.236328125
483,2023-03-21,28175.81640625
484,2023-03-22,27307.4375
485,2023-03-23,28333.97265625
486,2023-03-24,27493.28515625
487,2023-03-25,27494.70703125
488,2023-03-26,27994.330078125
489,2023-03-27,27139.888671875
490,2023-03-28,27268.130859375
491,2023-03-29,28348.44140625
492,2023-03-30,28033.5625
493,2023-03-31,28478.484375
494,2023-04-01,28411.03515625
495,2023-04-02,28199.30859375
496,2023-04-03,27790.220703125
497,2023-04-04,28168.08984375
498,2023-04-05,28177.984375
499,2023-04-06,28044.140625
500,2023-04-07,27925.859375
501,2023-04-08,27947.794921875
502,2023-04-09,28333.05078125
503,2023-04-10,29652.98046875
504,2023-04-11,30235.05859375
505,2023-04-12,30139.052734375
506,2023-04-13,30399.06640625
507,2023-04-14,30485.69921875
508,2023-04-15,30318.49609375
509,2023-04-16,30315.35546875
510,2023-04-17,29445.044921875
511,2023-04-18,30397.552734375
512,2023-04-19,28822.6796875
513,2023-04-20,28245.98828125
514,2023-04-21,27276.91015625
515,2023-04-22,27817.5
516,2023-04-23,27591.384765625
517,2023-04-24,27525.33984375
518,2023-04-25,28307.59765625
519,2023-04-26,28422.701171875
520,2023-04-27,29473.787109375
521,2023-04-28,29340.26171875
522,2023-04-29,29248.48828125
523,2023-04-30,29268.806640625
524,2023-05-01,28091.568359375
525,2023-05-02,28680.537109375
526,2023-05-03,29006.30859375
527,2023-05-04,28847.7109375
528,2023-05-05,29534.384765625
529,2023-05-06,28904.623046875
530,2023-05-07,28454.978515625
531,2023-05-08,27694.2734375
532,2023-05-09,27658.775390625
533,2023-05-10,27621.755859375
534,2023-05-11,27000.7890625
535,2023-05-12,26804.990234375
536,2023-05-13,26784.078125
537,2023-05-14,26930.638671875
538,2023-05-15,27192.693359375
539,2023-05-16,27036.650390625
540,2023-05-17,27398.802734375
541,2023-05-18,26832.208984375
542,2023-05-19,26890.12890625
543,2023-05-20,27129.5859375
544,2023-05-21,26753.826171875
545,2023-05-22,26851.27734375
546,2023-05-23,27225.7265625
547,2023-05-24,26334.818359375
548,2023-05-25,26476.20703125
549,2023-05-26,26719.291015625
550,2023-05-27,26868.353515625
551,2023-05-28,28085.646484375
552,2023-05-29,27745.884765625
553,2023-05-30,27702.349609375
554,2023-05-31,27219.658203125
555,2023-06-01,26819.97265625
556,2023-06-02,27249.58984375
557,2023-06-03,27075.12890625
558,2023-06-04,27119.06640625
559,2023-06-05,25760.09765625
560,2023-06-06,27238.783203125
561,2023-06-07,26345.998046875
562,2023-06-08,26508.216796875
563,2023-06-09,26480.375
564,2023-06-10,25851.240234375
565,2023-06-11,25940.16796875
566,2023-06-12,25902.5
567,2023-06-13,25918.728515625
568,2023-06-14,25124.67578125
569,2023-06-15,25576.39453125
570,2023-06-16,26327.462890625
571,2023-06-17,26510.67578125
572,2023-06-18,26336.212890625
573,2023-06-19,26851.029296875
574,2023-06-20,28327.48828125
575,2023-06-21,30027.296875
576,2023-06-22,29912.28125
577,2023-06-23,30695.46875
578,2023-06-24,30548.6953125
579,2023-06-25,30480.26171875
580,2023-06-26,30271.130859375
581,2023-06-27,30688.1640625
582,2023-06-28,30086.24609375
583,2023-06-29,30445.3515625
584,2023-06-30,30477.251953125
585,2023-07-01,30590.078125
586,2023-07-02,30620.76953125
587,2023-07-03,31156.439453125
588,2023-07-04,30777.58203125
589,2023-07-05,30514.166015625
590,2023-07-06,29909.337890625
591,2023-07-07,30342.265625
592,2023-07-08,30292.541015625
593,2023-07-09,30171.234375
594,2023-07-10,30414.470703125
595,2023-07-11,30620.951171875
596,2023-07-12,30391.646484375
597,2023-07-13,31476.048828125
598,2023-07-14,30334.068359375
599,2023-07-15,30295.806640625
600,2023-07-16,30249.1328125
601,2023-07-17,30145.888671875
602,2023-07-18,29856.5625
603,2023-07-19,29913.923828125
604,2023-07-20,29792.015625
605,2023-07-21,29908.744140625
606,2023-07-22,29771.802734375
607,2023-07-23,30084.5390625
608,2023-07-24,29176.916015625
609,2023-07-25,29227.390625
610,2023-07-26,29354.97265625
611,2023-07-27,29210.689453125
612,2023-07-28,29319.24609375
613,2023-07-29,29356.91796875
614,2023-07-30,29275.30859375
615,2023-07-31,29230.111328125
616,2023-08-01,29675.732421875
617,2023-08-02,29151.958984375
618,2023-08-03,29178.6796875
619,2023-08-04,29074.091796875
620,2023-08-05,29042.126953125
621,2023-08-06,29041.85546875
622,2023-08-07,29180.578125
623,2023-08-08,29765.4921875
624,2023-08-09,29561.494140625
625,2023-08-10,29429.591796875
626,2023-08-11,29397.71484375
627,2023-08-12,29415.96484375
628,2023-08-13,29282.9140625
629,2023-08-14,29408.443359375
630,2023-08-15,29170.34765625
631,2023-08-16,28701.779296875
632,2023-08-17,26664.55078125
633,2023-08-18,26049.556640625
634,2023-08-19,26096.205078125
635,2023-08-20,26189.583984375
636,2023-08-21,26124.140625
637,2023-08-22,26031.65625
638,2023-08-23,26431.640625
639,2023-08-24,26162.373046875
640,2023-08-25,26047.66796875
641,2023-08-26,26008.462890625
642,2023-08-27,26089.693359375
643,2023-08-28,26106.150390625
644,2023-08-29,27727.392578125
645,2023-08-30,27297.265625
646,2023-08-31,25931.47265625
647,2023-09-01,25800.724609375
648,2023-09-02,25868.798828125
649,2023-09-03,25969.56640625
650,2023-09-04,25812.416015625
651,2023-09-05,25779.982421875
652,2023-09-06,25753.236328125
653,2023-09-07,26240.1953125
654,2023-09-08,25905.654296875
655,2023-09-09,25895.677734375
656,2023-09-10,25832.2265625
657,2023-09-11,25162.654296875
658,2023-09-12,25833.34375
659,2023-09-13,26228.32421875
660,2023-09-14,26539.673828125
661,2023-09-15,26608.693359375
662,2023-09-16,26568.28125
663,2023-09-17,26534.1875
664,2023-09-18,26754.28125
665,2023-09-19,27211.1171875
666,2023-09-20,27132.0078125
667,2023-09-21,26567.6328125
668,2023-09-22,26579.568359375
669,2023-09-23,26579.390625
670,2023-09-24,26256.826171875
671,2023-09-25,26298.48046875
672,2023-09-26,26217.25
673,2023-09-27,26352.716796875
674,2023-09-28,27021.546875
675,2023-09-29,26911.720703125
676,2023-09-30,26967.916015625
677,2023-10-01,27983.75
678,2023-10-02,27530.78515625
679,2023-10-03,27429.978515625
680,2023-10-04,27799.39453125
681,2023-10-05,27415.912109375
682,2023-10-06,27946.59765625
683,2023-10-07,27968.83984375
684,2023-10-08,27935.08984375
685,2023-10-09,27583.677734375
686,2023-10-10,27391.01953125
687,2023-10-11,26873.3203125
688,2023-10-12,26756.798828125
689,2023-10-13,26862.375
690,2023-10-14,26861.70703125
691,2023-10-15,27159.65234375
692,2023-10-16,28519.466796875
693,2023-10-17,28415.748046875
694,2023-10-18,28328.341796875
695,2023-10-19,28719.806640625
696,2023-10-20,29682.94921875
697,2023-10-21,29918.412109375
698,2023-10-22,29993.896484375
699,2023-10-23,33086.234375
700,2023-10-24,33901.52734375
701,2023-10-25,34502.8203125
702,2023-10-26,34156.6484375
703,2023-10-27,33909.80078125
704,2023-10-28,34089.57421875
705,2023-10-29,34538.48046875
706,2023-10-30,34502.36328125
707,2023-10-31,34667.78125
708,2023-11-01,35437.25390625
709,2023-11-02,34938.2421875
710,2023-11-03,34732.32421875
711,2023-11-04,35082.1953125
712,2023-11-05,35049.35546875
713,2023-11-06,35037.37109375
714,2023-11-07,35443.5625
715,2023-11-08,35655.27734375
716,2023-11-09,36693.125
717,2023-11-10,37313.96875
718,2023-11-11,37138.05078125
719,2023-11-12,37054.51953125
720,2023-11-13,36502.35546875
721,2023-11-14,35537.640625
722,2023-11-15,37880.58203125
723,2023-11-16,36154.76953125
724,2023-11-17,36596.68359375
725,2023-11-18,36585.703125
726,2023-11-19,37386.546875
727,2023-11-20,37476.95703125
728,2023-11-21,35813.8125
729,2023-11-22,37432.33984375
